,Sex,District,Avg_score
41666,male,14,79
41667,female,5,75
41668,male,30,83
41669,female,3,87
41670,female,26,77
41671,male,16,85
41672,male,17,84
41673,male,10,69
41674,male,19,68
41675,female,7,88
41676,female,8,78
41677,male,18,85
41678,female,23,76
41679,male,3,70
41680,male,10,75
41681,male,8,85
41682,female,20,85
41683,female,9,81
41684,male,29,74
41685,female,22,78
41686,male,13,72
41687,male,32,83
41688,male,24,78
41689,female,17,79
41690,male,26,75
41691,female,23,83
41692,male,26,73
41693,female,17,80
41694,male,19,85
41695,female,20,80
41696,female,8,74
41697,male,29,78
41698,male,10,84
41699,female,2,85
41700,female,2,80
41701,male,3,89
41702,female,4,85
41703,male,29,93
41704,female,27,73
41705,male,20,73
41706,female,6,79
41707,male,30,81
41708,female,19,76
41709,male,19,70
41710,male,21,80
41711,female,14,65
41712,female,27,72
41713,male,17,77
41714,female,15,65
41715,female,24,71
41716,female,8,82
41717,female,8,85
41718,male,6,76
41719,female,1,78
41720,male,4,82
41721,female,29,76
41722,male,23,75
41723,male,23,84
41724,male,20,81
41725,female,13,84
41726,male,23,75
41727,male,16,78
41728,male,6,74
41729,female,21,74
41730,male,6,73
41731,female,19,80
41732,female,10,86
41733,male,1,81
41734,male,20,86
41735,female,22,76
41736,male,24,74
41737,male,4,79
41738,male,2,82
41739,female,10,79
41740,female,10,86
41741,female,27,65
41742,female,19,81
41743,male,9,72
41744,male,13,83
41745,male,3,71
41746,male,10,77
41747,male,2,74
41748,female,11,69
41749,male,27,83
41750,female,17,77
41751,female,11,80
41752,female,22,71
41753,male,31,84
41754,female,25,72
41755,female,24,81
41756,female,22,69
41757,male,29,79
41758,male,2,78
41759,female,22,68
41760,female,21,77
41761,male,20,83
41762,male,26,79
41763,male,21,87
41764,female,20,84
41765,male,13,91
41766,male,1,85
41767,male,28,76
41768,male,30,78
41769,female,28,90
41770,female,27,85
41771,male,17,78
41772,male,16,73
41773,male,8,89
41774,male,32,79
41775,female,7,78
41776,female,1,73
41777,female,16,78
41778,male,17,75
41779,male,29,84
41780,female,25,83
41781,female,11,79
41782,female,22,82
41783,female,13,85
41784,male,21,82
41785,female,19,87
41786,male,18,82
41787,male,32,87
41788,male,20,75
41789,male,12,84
41790,male,5,83
41791,male,18,78
41792,male,21,90
41793,female,2,66
41794,female,1,85
41795,female,19,84
41796,male,17,84
41797,female,15,90
41798,female,21,82
41799,female,11,79
41800,female,6,75
41801,female,10,82
41802,male,21,83
41803,male,26,84
41804,female,5,78
41805,male,21,70
41806,female,10,82
41807,male,25,79
41808,female,10,80
41809,female,23,71
41810,male,7,90
41811,female,24,85
41812,male,3,80
41813,female,3,77
41814,female,21,70
41815,female,7,82
41816,male,14,84
41817,female,32,80
41818,male,8,83
41819,female,14,83
41820,female,31,75
41821,male,10,86
41822,male,7,91
41823,female,18,78
41824,female,20,71
41825,female,25,83
41826,female,30,89
41827,male,31,74
41828,female,16,72
41829,male,31,86
41830,male,19,83
41831,female,26,80
41832,male,7,76
41833,female,1,77
41834,male,29,89
41835,female,29,78
41836,female,11,87
41837,male,29,82
41838,female,17,79
41839,female,2,83
41840,female,23,79
41841,female,21,78
41842,male,1,81
41843,female,7,78
41844,female,24,73
41845,female,5,77
41846,male,3,79
41847,female,15,90
41848,male,6,91
41849,female,4,87
41850,male,30,82
41851,female,2,80
41852,female,20,87
41853,female,25,78
41854,female,6,82
41855,male,13,66
41856,female,1,78
41857,male,32,66
41858,female,6,79
41859,male,6,83
41860,female,2,71
41861,female,26,80
41862,female,32,87
41863,male,14,90
41864,female,8,86
41865,male,13,83
41866,female,16,82
41867,female,16,86
41868,female,14,76
41869,male,15,82
41870,female,2,90
41871,female,4,90
41872,female,17,86
41873,male,1,76
41874,female,28,79
41875,male,6,70
41876,female,20,81
41877,female,26,77
41878,female,17,96
41879,female,7,79
41880,female,20,75
41881,male,24,74
41882,female,12,79
41883,male,9,78
41884,female,30,68
41885,female,3,83
41886,female,17,91
41887,male,20,83
41888,female,18,84
41889,female,14,72
41890,male,13,80
41891,male,14,83
41892,female,26,90
41893,female,1,79
41894,male,24,68
41895,female,27,87
41896,male,20,79
41897,female,11,72
41898,male,11,78
41899,female,4,88
41900,male,3,85
41901,female,12,85
41902,male,5,72
41903,female,12,80
41904,male,8,75
41905,female,20,74
41906,female,15,76
41907,female,17,79
41908,female,27,76
41909,female,29,85
41910,female,18,83
41911,male,7,87
41912,female,18,78
41913,male,23,85
41914,male,1,93
41915,female,14,81
41916,female,2,87
41917,male,26,82
41918,female,31,85
41919,male,13,71
41920,female,15,76
41921,female,25,74
41922,male,15,84
41923,female,18,81
41924,male,22,90
41925,male,30,87
41926,male,21,84
41927,male,32,77
41928,female,17,88
41929,male,15,87
41930,female,6,94
41931,female,22,76
41932,female,23,76
41933,female,22,73
41934,male,17,90
41935,male,1,89
41936,female,27,81
41937,male,5,70
41938,male,4,83
41939,female,13,89
41940,male,26,68
41941,male,26,70
41942,female,2,83
41943,female,14,81
41944,female,7,85
41945,female,32,62
41946,female,1,79
41947,female,11,76
41948,female,25,79
41949,male,10,89
41950,male,1,78
41951,female,12,74
41952,female,24,85
41953,female,21,75
41954,male,14,73
41955,male,24,85
41956,male,25,81
41957,female,20,77
41958,male,3,77
41959,male,9,92
41960,male,8,90
41961,female,31,75
41962,male,12,85
41963,female,22,76
41964,male,25,70
41965,male,32,92
41966,male,20,74
41967,male,23,86
41968,male,31,70
41969,male,27,71
41970,male,16,72
41971,female,1,84
41972,male,32,88
41973,female,7,80
41974,male,32,81
41975,female,5,76
41976,male,9,75
41977,female,26,83
41978,female,22,73
41979,female,9,94
41980,female,19,85
41981,female,17,79
41982,male,12,70
41983,male,21,80
41984,male,4,89
41985,female,13,69
41986,female,4,85
41987,male,3,93
41988,female,14,80
41989,male,11,81
41990,female,3,96
41991,female,20,81
41992,female,16,81
41993,male,27,70
41994,male,27,87
41995,male,26,71
41996,male,31,70
41997,male,19,85
41998,female,1,76
41999,female,7,75
42000,female,23,80
42001,male,19,73
42002,female,11,85
42003,female,21,84
42004,female,12,87
42005,male,1,73
42006,female,2,78
42007,male,28,81
42008,male,9,86
42009,male,19,72
42010,male,3,78
42011,female,22,78
42012,female,32,75
42013,female,11,75
42014,male,14,86
42015,male,9,76
42016,female,2,76
42017,male,8,86
42018,male,31,82
42019,female,11,77
42020,female,24,88
42021,female,9,85
42022,male,1,90
42023,male,32,74
42024,male,3,83
42025,female,25,80
42026,female,28,74
42027,male,18,87
42028,male,18,85
42029,male,13,76
42030,female,14,93
42031,male,8,76
42032,male,19,84
42033,male,20,82
42034,male,32,81
42035,male,16,77
42036,female,28,79
42037,female,5,71
42038,male,24,70
42039,male,13,74
42040,male,15,70
42041,male,10,92
42042,male,6,74
42043,female,11,79
42044,female,13,88
42045,female,6,79
42046,female,24,74
42047,female,11,72
42048,male,28,69
42049,female,15,75
42050,male,25,90
42051,male,32,85
42052,male,28,85
42053,female,22,71
42054,male,16,80
42055,female,32,68
42056,male,3,81
42057,female,3,89
42058,female,24,67
42059,male,15,80
42060,male,2,87
42061,male,28,80
42062,female,4,75
42063,male,23,75
42064,male,7,88
42065,female,18,75
42066,male,20,75
42067,male,12,88
42068,female,19,75
42069,male,4,81
42070,female,4,71
42071,male,22,79
42072,male,7,87
42073,female,22,67
42074,female,23,93
42075,female,23,77
42076,male,14,77
42077,female,21,83
42078,female,10,84
42079,female,16,74
42080,female,13,77
42081,female,18,86
42082,female,18,79
42083,male,28,77
42084,male,14,91
42085,male,21,78
42086,female,10,77
42087,female,15,70
42088,male,1,72
42089,male,17,80
42090,female,22,78
42091,male,5,83
42092,female,20,87
42093,female,11,87
42094,male,32,87
42095,female,6,75
42096,male,5,72
42097,female,17,85
42098,male,18,85
42099,female,24,76
42100,female,12,75
42101,female,7,78
42102,male,26,69
42103,male,21,87
42104,male,28,71
42105,female,26,89
42106,female,1,88
42107,female,26,78
42108,female,22,82
42109,male,27,82
42110,male,4,72
42111,male,25,82
42112,male,14,83
42113,female,15,80
42114,male,23,81
42115,male,31,88
42116,female,10,80
42117,male,9,77
42118,female,14,79
42119,female,27,83
42120,male,30,87
42121,male,17,79
42122,male,4,78
42123,female,21,87
42124,female,25,75
42125,male,22,78
42126,male,15,91
42127,female,26,90
42128,male,10,90
42129,male,3,69
42130,female,32,66
42131,male,13,83
42132,female,22,70
42133,male,12,79
42134,female,26,74
42135,male,22,72
42136,female,6,70
42137,male,5,79
42138,female,15,94
42139,female,7,80
42140,male,12,91
42141,female,32,81
42142,female,2,82
42143,female,21,89
42144,female,23,74
42145,male,30,86
42146,female,18,79
42147,female,10,78
42148,male,21,81
42149,male,15,81
42150,female,32,79
42151,male,10,76
42152,male,20,80
42153,male,26,84
42154,male,25,90
42155,male,24,84
42156,male,13,78
42157,male,31,78
42158,female,3,75
42159,female,22,91
42160,female,4,78
42161,female,27,78
42162,female,14,89
42163,male,14,77
42164,female,4,79
42165,female,30,89
42166,female,18,82
42167,female,9,79
42168,female,26,81
42169,female,9,68
42170,female,29,62
42171,female,1,85
42172,male,26,82
42173,male,18,90
42174,female,9,83
42175,female,11,84
42176,male,14,90
42177,male,7,87
42178,female,5,75
42179,male,26,88
42180,male,25,89
42181,female,18,80
42182,male,30,70
42183,female,3,80
42184,female,4,90
42185,female,30,83
42186,female,16,77
42187,female,14,85
42188,male,32,83
42189,female,22,76
42190,male,3,82
42191,male,14,78
42192,female,13,76
42193,male,1,89
42194,male,26,89
42195,male,22,77
42196,female,25,88
42197,male,21,86
42198,male,25,88
42199,female,23,86
42200,female,29,79
42201,male,15,83
42202,male,31,89
42203,female,19,79
42204,male,16,80
42205,male,25,82
42206,male,30,69
42207,male,26,76
42208,female,30,80
42209,male,25,85
42210,male,13,79
42211,male,12,87
42212,male,19,76
42213,female,30,91
42214,male,28,84
42215,male,30,74
42216,female,32,75
42217,female,21,69
42218,female,10,75
42219,male,18,77
42220,male,28,87
42221,male,23,74
42222,female,10,92
42223,female,4,73
42224,female,26,68
42225,female,21,74
42226,male,13,82
42227,male,13,80
42228,female,24,86
42229,male,28,79
42230,male,26,81
42231,female,20,74
42232,female,19,91
42233,female,27,85
42234,male,3,89
42235,male,14,78
42236,female,26,78
42237,male,20,78
42238,male,1,80
42239,male,3,81
42240,female,15,75
42241,male,10,83
42242,male,14,74
42243,male,30,84
42244,female,28,94
42245,male,16,84
42246,male,19,84
42247,male,6,84
42248,male,7,78
42249,female,8,87
42250,male,27,72
42251,female,28,82
42252,male,10,91
42253,male,14,88
42254,male,9,71
42255,male,18,86
42256,female,11,83
42257,male,20,86
42258,female,8,67
42259,male,8,87
42260,female,2,92
42261,female,13,72
42262,female,2,70
42263,male,1,81
42264,male,17,90
42265,female,26,81
42266,male,14,77
42267,male,14,90
42268,male,20,81
42269,female,17,83
42270,female,30,81
42271,female,4,74
42272,male,19,75
42273,male,6,87
42274,female,4,74
42275,male,19,90
42276,male,27,65
42277,male,29,77
42278,female,2,76
42279,female,27,82
42280,female,12,82
42281,male,14,71
42282,female,31,77
42283,female,6,71
42284,male,31,82
42285,male,26,80
42286,female,23,79
42287,female,16,76
42288,male,6,75
42289,male,25,79
42290,female,13,67
42291,male,27,74
42292,male,20,78
42293,female,18,78
42294,male,5,69
42295,female,23,70
42296,female,1,94
42297,female,30,90
42298,female,3,79
42299,male,4,89
42300,female,31,86
42301,male,17,87
42302,female,27,81
42303,male,28,73
42304,female,32,82
42305,male,8,87
42306,female,15,82
42307,male,10,82
42308,female,23,90
42309,male,19,98
42310,male,2,76
42311,male,13,83
42312,male,30,73
42313,male,6,81
42314,female,14,84
42315,male,4,75
42316,male,16,78
42317,male,2,73
42318,female,32,81
42319,female,14,94
42320,female,30,88
42321,male,10,89
42322,male,18,84
42323,female,2,82
42324,female,24,78
42325,female,30,86
42326,male,22,86
42327,male,16,69
42328,female,19,68
42329,male,10,91
42330,male,20,81
42331,female,28,82
42332,female,21,88
42333,male,18,76
42334,male,15,83
42335,female,31,79
42336,female,23,81
42337,male,21,75
42338,female,25,80
42339,male,3,78
42340,male,5,80
42341,male,16,78
42342,female,24,84
42343,female,27,73
42344,female,24,79
42345,male,18,65
42346,female,14,82
42347,male,20,88
42348,female,1,68
42349,female,32,73
42350,female,21,79
42351,female,21,83
42352,female,7,83
42353,female,13,74
42354,male,12,73
42355,female,6,91
42356,male,12,89
42357,male,1,80
42358,male,13,76
42359,male,21,79
42360,male,15,80
42361,female,31,83
42362,male,26,85
42363,male,17,76
42364,female,4,98
42365,female,23,86
42366,female,4,89
42367,male,12,79
42368,male,8,80
42369,male,25,88
42370,male,8,89
42371,female,21,84
42372,male,30,92
42373,male,20,75
42374,female,9,69
42375,female,4,68
42376,male,17,81
42377,male,13,86
42378,male,25,87
42379,female,6,76
42380,male,17,73
42381,female,6,77
42382,female,19,88
42383,male,29,86
42384,female,30,68
42385,female,11,63
42386,male,24,83
42387,female,26,84
42388,male,13,77
42389,male,12,95
42390,female,6,81
42391,male,12,74
42392,male,3,80
42393,female,5,75
42394,male,1,77
42395,male,26,91
42396,male,32,74
42397,female,16,84
42398,female,4,85
42399,female,26,78
42400,female,22,74
42401,male,1,83
42402,female,5,82
42403,male,13,76
42404,male,15,84
42405,male,32,87
42406,male,14,82
42407,female,31,65
42408,female,24,90
42409,male,30,83
42410,female,4,81
42411,female,27,79
42412,female,16,84
42413,female,32,89
42414,male,28,83
42415,male,8,83
42416,female,15,73
42417,male,25,82
42418,male,3,74
42419,male,6,77
42420,female,7,76
42421,female,30,81
42422,female,4,85
42423,female,30,74
42424,male,15,77
42425,female,17,79
42426,male,30,66
42427,male,28,82
42428,female,17,85
42429,female,32,79
42430,male,30,75
42431,male,27,79
42432,male,26,91
42433,male,4,72
42434,male,27,86
42435,female,23,80
42436,female,7,77
42437,male,16,88
42438,male,19,74
42439,male,17,75
42440,female,7,91
42441,male,16,83
42442,female,30,70
42443,male,1,72
42444,male,13,82
42445,male,28,82
42446,male,6,74
42447,female,1,75
42448,male,17,80
42449,male,27,76
42450,female,18,89
42451,female,2,89
42452,male,10,83
42453,female,5,83
42454,male,29,79
42455,male,2,82
42456,male,24,89
42457,male,11,81
42458,male,18,81
42459,female,5,88
42460,male,24,78
42461,female,15,76
42462,male,16,75
42463,female,30,71
42464,female,18,85
42465,male,15,82
42466,male,27,75
42467,female,29,81
42468,male,9,84
42469,male,18,76
42470,female,31,75
42471,male,4,86
42472,male,27,88
42473,male,19,89
42474,female,21,84
42475,male,5,67
42476,female,20,79
42477,male,18,73
42478,female,10,78
42479,male,27,75
42480,female,32,84
42481,male,29,82
42482,male,22,72
42483,male,23,78
42484,male,30,78
42485,male,3,77
42486,female,5,83
42487,male,23,91
42488,male,31,83
42489,female,17,72
42490,male,29,78
42491,male,12,75
42492,male,31,73
42493,female,24,81
42494,female,16,82
42495,female,17,78
42496,female,28,85
42497,female,1,79
42498,male,30,79
42499,female,30,73
42500,female,24,76
42501,female,17,90
42502,male,17,83
42503,male,28,75
42504,female,2,82
42505,female,31,83
42506,male,27,65
42507,female,32,83
42508,male,25,65
42509,female,7,82
42510,male,31,81
42511,female,15,69
42512,female,7,78
42513,female,8,93
42514,female,16,88
42515,female,22,85
42516,male,26,74
42517,female,19,84
42518,male,19,78
42519,male,2,90
42520,male,17,95
42521,female,31,74
42522,female,15,78
42523,male,26,78
42524,male,14,92
42525,female,17,79
42526,male,27,92
42527,female,26,89
42528,male,2,78
42529,male,19,83
42530,male,6,92
42531,male,13,88
42532,female,13,90
42533,female,11,97
42534,male,30,75
42535,female,23,77
42536,female,5,89
42537,male,32,76
42538,female,1,80
42539,male,32,87
42540,male,14,89
42541,male,15,67
42542,male,31,72
42543,male,32,73
42544,male,28,89
42545,female,18,76
42546,male,22,79
42547,female,26,88
42548,female,6,77
42549,male,17,73
42550,male,14,69
42551,female,11,76
42552,female,1,95
42553,female,28,72
42554,male,32,80
42555,female,1,82
42556,female,30,80
42557,female,15,74
42558,female,23,94
42559,female,1,81
42560,male,2,87
42561,female,26,83
42562,male,25,85
42563,male,6,69
42564,male,18,75
42565,male,3,87
42566,female,22,93
42567,male,4,74
42568,male,9,72
42569,male,24,72
42570,female,9,95
42571,male,1,77
42572,female,26,81
42573,male,20,89
42574,male,19,66
42575,female,1,72
42576,female,5,74
42577,male,12,71
42578,female,4,86
42579,female,25,70
42580,male,29,84
42581,female,27,68
42582,female,25,76
42583,male,3,76
42584,female,5,77
42585,female,24,74
42586,male,19,86
42587,male,5,88
42588,male,30,79
42589,female,17,88
42590,female,10,69
42591,female,17,76
42592,female,30,92
42593,male,20,65
42594,male,30,83
42595,female,4,78
42596,male,26,82
42597,male,12,84
42598,female,27,78
42599,female,19,77
42600,female,27,90
42601,female,25,70
42602,female,25,86
42603,female,22,73
42604,male,7,74
42605,male,17,79
42606,female,18,69
42607,male,15,79
42608,female,22,89
42609,female,16,79
42610,male,10,85
42611,male,18,74
42612,male,20,75
42613,male,17,79
42614,male,26,78
42615,female,28,82
42616,male,26,69
42617,male,1,89
42618,female,29,83
42619,female,3,85
42620,female,6,82
42621,female,31,81
42622,female,31,85
42623,male,4,92
42624,male,3,87
42625,female,22,77
42626,male,8,75
42627,female,6,85
42628,female,6,68
42629,male,27,77
42630,female,3,80
42631,male,1,86
42632,male,2,83
42633,female,18,81
42634,female,16,75
42635,female,7,72
42636,female,23,85
42637,female,8,77
42638,female,14,80
42639,female,29,89
42640,female,15,87
42641,female,31,90
42642,male,29,79
42643,male,4,79
42644,male,30,83
42645,male,7,82
42646,female,12,83
42647,female,13,66
42648,male,12,75
42649,female,27,81
42650,female,5,84
42651,male,32,83
42652,male,6,69
42653,female,9,73
42654,female,25,83
42655,female,16,82
42656,male,10,70
42657,male,29,82
42658,male,16,86
42659,female,21,67
42660,female,7,82
42661,female,7,76
42662,male,4,76
42663,female,28,92
42664,male,17,86
42665,female,12,86
42666,female,5,80
42667,female,8,86
42668,female,6,94
42669,female,32,79
42670,female,17,84
42671,male,26,75
42672,male,22,77
42673,male,16,84
42674,female,32,68
42675,male,8,77
42676,male,5,79
42677,male,22,76
42678,female,32,88
42679,male,31,75
42680,male,28,91
42681,male,4,94
42682,male,19,77
42683,male,17,68
42684,male,31,71
42685,male,3,76
42686,male,18,88
42687,female,1,85
42688,female,7,76
42689,male,15,75
42690,female,30,77
42691,male,22,63
42692,female,24,78
42693,male,5,79
42694,male,5,80
42695,female,10,70
42696,female,29,80
42697,male,29,90
42698,female,24,86
42699,male,10,84
42700,male,18,80
42701,male,4,77
42702,female,12,71
42703,female,18,83
42704,male,5,77
42705,female,5,87
42706,male,2,81
42707,male,30,87
42708,male,5,86
42709,male,12,78
42710,male,27,86
42711,male,13,87
42712,male,9,72
42713,female,11,77
42714,female,6,79
42715,male,30,84
42716,female,12,81
42717,male,17,76
42718,male,20,77
42719,female,28,83
42720,female,15,83
42721,male,9,78
42722,female,11,71
42723,female,24,77
42724,male,4,79
42725,female,29,85
42726,female,17,84
42727,male,25,75
42728,female,23,69
42729,male,21,77
42730,female,6,91
42731,male,28,83
42732,male,15,76
42733,female,11,66
42734,female,12,84
42735,female,22,73
42736,female,12,80
42737,male,18,80
42738,female,19,90
42739,female,1,80
42740,male,6,82
42741,female,29,78
42742,female,13,76
42743,female,21,72
42744,male,27,77
42745,female,25,90
42746,male,2,75
42747,female,10,80
42748,male,13,81
42749,male,18,72
42750,female,20,74
42751,male,20,64
42752,male,24,84
42753,female,12,71
42754,male,10,90
42755,female,24,66
42756,female,29,71
42757,female,19,71
42758,female,28,79
42759,male,26,84
42760,female,10,74
42761,female,11,81
42762,male,4,81
42763,male,9,90
42764,male,18,83
42765,male,23,91
42766,female,10,74
42767,female,3,67
42768,male,23,80
42769,female,11,70
42770,female,5,77
42771,female,2,74
42772,female,3,81
42773,female,2,80
42774,male,32,76
42775,male,14,75
42776,female,14,85
42777,male,11,71
42778,female,11,80
42779,male,31,78
42780,male,26,85
42781,male,14,72
42782,male,2,83
42783,male,13,82
42784,male,3,79
42785,female,30,77
42786,male,28,73
42787,male,29,76
42788,male,17,69
42789,female,13,87
42790,male,1,73
42791,male,4,77
42792,female,27,86
42793,female,8,85
42794,female,18,78
42795,female,15,88
42796,female,30,70
42797,female,8,68
42798,male,24,77
42799,male,16,78
42800,male,13,74
42801,female,4,74
42802,male,3,87
42803,male,20,74
42804,male,32,80
42805,male,13,75
42806,female,15,68
42807,female,14,77
42808,female,22,88
42809,female,14,78
42810,male,14,78
42811,female,10,76
42812,male,18,82
42813,male,13,71
42814,female,14,79
42815,female,1,78
42816,female,5,63
42817,female,31,81
42818,female,6,91
42819,female,23,76
42820,male,10,86
42821,male,26,76
42822,female,27,77
42823,female,27,93
42824,female,30,66
42825,male,31,87
42826,female,5,77
42827,female,3,87
42828,male,26,88
42829,male,13,87
42830,male,3,71
42831,male,31,72
42832,male,12,81
42833,male,2,81
42834,male,28,75
42835,female,28,90
42836,male,22,80
42837,female,22,73
42838,male,6,91
42839,female,25,76
42840,female,18,78
42841,female,12,88
42842,female,16,83
42843,male,29,75
42844,female,29,80
42845,male,19,87
42846,female,20,76
42847,male,7,82
42848,male,4,74
42849,female,1,90
42850,female,10,87
42851,female,9,74
42852,male,3,69
42853,male,3,81
42854,female,6,88
42855,female,20,91
42856,female,10,86
42857,female,20,75
42858,male,17,83
42859,female,6,67
42860,female,5,86
42861,male,26,88
42862,male,30,81
42863,male,20,72
42864,female,20,77
42865,female,4,86
42866,female,2,80
42867,female,28,75
42868,male,5,80
42869,female,27,79
42870,female,14,83
42871,female,29,80
42872,male,27,77
42873,male,21,71
42874,male,28,75
42875,male,9,81
42876,female,28,79
42877,male,30,81
42878,female,17,73
42879,male,21,87
42880,female,27,80
42881,male,24,83
42882,male,14,86
42883,male,12,77
42884,female,3,86
42885,female,29,78
42886,male,1,77
42887,female,22,76
42888,female,3,92
42889,male,28,91
42890,male,25,73
42891,male,27,78
42892,female,27,82
42893,female,5,70
42894,male,21,66
42895,male,19,73
42896,female,30,75
42897,male,25,81
42898,female,25,69
42899,male,20,72
42900,female,14,78
42901,male,19,79
42902,female,20,78
42903,male,18,74
42904,female,15,81
42905,female,9,80
42906,male,31,79
42907,male,1,81
42908,female,18,61
42909,female,31,81
42910,male,15,91
42911,female,21,81
42912,male,13,74
42913,female,18,81
42914,female,19,88
42915,male,23,92
42916,male,12,70
42917,male,19,85
42918,female,25,80
42919,male,4,69
42920,male,12,68
42921,female,26,76
42922,male,19,79
42923,female,14,81
42924,male,28,92
42925,male,10,76
42926,female,9,72
42927,female,23,88
42928,female,3,77
42929,male,3,75
42930,male,10,80
42931,female,6,94
42932,male,15,90
42933,female,31,77
42934,male,30,81
42935,male,25,86
42936,female,4,68
42937,female,32,83
42938,female,2,85
42939,male,18,85
42940,male,12,77
42941,male,29,78
42942,female,12,74
42943,male,23,78
42944,female,20,88
42945,male,1,77
42946,female,17,83
42947,male,19,91
42948,female,32,83
42949,male,22,81
42950,female,7,92
42951,female,1,88
42952,female,12,87
42953,male,2,79
42954,female,4,82
42955,male,25,70
42956,female,8,71
42957,female,26,89
42958,female,30,71
42959,female,9,78
42960,male,25,76
42961,male,22,77
42962,male,21,76
42963,male,12,84
42964,female,27,78
42965,male,29,81
42966,female,5,82
42967,male,20,85
42968,male,12,83
42969,female,17,75
42970,male,32,85
42971,female,26,85
42972,female,4,80
42973,female,28,86
42974,female,24,86
42975,female,6,83
42976,female,20,79
42977,male,10,76
42978,male,17,76
42979,female,32,78
42980,female,6,79
42981,male,22,82
42982,female,17,79
42983,male,14,77
42984,female,4,78
42985,male,20,87
42986,female,11,80
42987,male,30,78
42988,male,13,69
42989,female,10,91
42990,female,13,82
42991,female,9,79
42992,female,10,97
42993,female,1,80
42994,female,25,89
42995,female,29,78
42996,female,1,80
42997,male,23,80
42998,male,9,72
42999,female,15,83
43000,male,18,78
43001,female,28,93
43002,male,23,70
43003,male,20,83
43004,female,18,73
43005,male,23,74
43006,male,14,82
43007,male,26,69
43008,male,25,86
43009,male,3,80
43010,male,14,77
43011,male,5,81
43012,female,26,91
43013,male,1,79
43014,female,20,91
43015,female,10,79
43016,male,6,82
43017,female,27,75
43018,male,16,86
43019,male,2,84
43020,female,1,74
43021,male,15,84
43022,male,27,80
43023,female,2,79
43024,female,1,83
43025,female,20,82
43026,female,2,84
43027,female,19,83
43028,female,15,71
43029,female,21,77
43030,male,18,78
43031,male,15,69
43032,female,5,85
43033,male,28,70
43034,female,29,63
43035,female,11,83
43036,male,29,88
43037,male,30,66
43038,male,17,85
43039,male,27,81
43040,female,1,85
43041,female,32,75
43042,female,23,85
43043,male,4,86
43044,male,29,78
43045,male,4,74
43046,male,29,69
43047,female,23,82
43048,female,16,86
43049,male,12,78
43050,female,20,86
43051,female,29,86
43052,male,4,84
43053,male,14,85
43054,male,1,88
43055,female,25,79
43056,female,18,87
43057,male,8,77
43058,male,21,74
43059,male,24,76
43060,male,2,87
43061,male,15,93
43062,male,3,73
43063,male,7,82
43064,female,20,73
43065,female,14,79
43066,female,32,78
43067,female,7,82
43068,female,5,73
43069,female,10,77
43070,male,5,78
43071,female,20,85
43072,female,2,70
43073,female,16,80
43074,female,4,71
43075,female,21,86
43076,male,9,76
43077,male,15,95
43078,female,7,84
43079,male,15,72
43080,male,4,84
43081,male,4,67
43082,male,9,83
43083,male,11,68
43084,male,30,86
43085,female,14,84
43086,female,25,82
43087,female,10,87
43088,female,19,88
43089,female,32,81
43090,female,27,66
43091,male,13,79
43092,male,10,80
43093,female,8,78
43094,female,12,88
43095,male,25,76
43096,male,23,74
43097,male,32,63
43098,female,19,79
43099,female,17,80
43100,female,7,70
43101,female,19,95
43102,male,27,76
43103,male,15,86
43104,male,2,76
43105,male,21,75
43106,male,13,87
43107,female,22,88
43108,male,20,72
43109,female,29,86
43110,female,6,79
43111,female,10,73
43112,male,31,87
43113,male,4,67
43114,female,11,87
43115,male,5,73
43116,male,20,92
43117,female,17,82
43118,female,4,69
43119,female,5,68
43120,female,16,73
43121,female,6,80
43122,male,23,80
43123,female,18,84
43124,female,9,74
43125,female,31,86
43126,female,16,78
43127,male,22,85
43128,male,26,95
43129,female,2,82
43130,male,23,75
43131,male,7,91
43132,male,30,84
43133,female,26,86
43134,female,10,83
43135,male,23,86
43136,male,5,72
43137,female,19,72
43138,female,30,80
43139,male,13,80
43140,male,8,75
43141,male,19,77
43142,female,7,81
43143,female,22,85
43144,female,24,75
43145,female,28,91
43146,female,21,87
43147,female,22,89
43148,female,26,91
43149,female,17,78
43150,male,9,69
43151,male,5,78
43152,female,14,78
43153,male,14,85
43154,female,19,75
43155,female,19,84
43156,male,7,80
43157,female,1,85
43158,female,29,61
43159,female,13,80
43160,female,6,84
43161,male,24,81
43162,female,8,82
43163,male,24,85
43164,female,28,69
43165,male,8,87
43166,male,8,69
43167,male,5,67
43168,male,6,69
43169,female,17,86
43170,female,24,91
43171,male,10,87
43172,female,15,77
43173,female,32,71
43174,female,23,76
43175,male,15,90
43176,male,31,72
43177,female,18,79
43178,male,29,81
43179,male,2,90
43180,female,8,92
43181,female,7,82
43182,male,12,78
43183,female,8,78
43184,male,25,79
43185,female,30,76
43186,female,23,79
43187,male,23,77
43188,female,23,82
43189,female,20,71
43190,male,6,88
43191,female,6,79
43192,male,4,80
43193,male,11,73
43194,male,16,79
43195,male,21,94
43196,male,13,77
43197,female,30,84
43198,male,29,85
43199,female,18,71
43200,female,4,78
43201,female,22,77
43202,male,23,87
43203,male,10,67
43204,female,20,64
43205,female,11,91
43206,male,9,75
43207,female,22,81
43208,male,21,78
43209,female,14,82
43210,male,3,79
43211,male,25,90
43212,male,30,79
43213,male,3,82
43214,female,9,81
43215,male,7,83
43216,female,16,74
43217,male,22,77
43218,male,30,83
43219,male,10,81
